Place,Day,Month,Year,Station,Family,Genus,Species,Abundance,Size TL (mm),Size SL (mm),Weight (g),Remark,Remark 2,TS (O/N),,TS (n°),TS (Box)
Leucate,1,8,2013,LEU_076,Blenniidae,Parablennius,pilicornis,1,10,,,,11,,,,
Leucate,1,8,2013,LEU_077,Mugilidae,gen.,sp.,2,10,,,,12,,,,
Leucate,1,8,2013,LEU_078,Mugilidae,gen.,sp.,3,10,,,,12,,,,
Leucate,1,8,2013,LEU_087,,,,,,,,,CARE Vide,,,,
Leucate,1,8,2013,LEU_080,,,,,,,,,CARE Vide,,,,
Leucate,1,8,2013,LEU_081,,,,,,,,,CARE Vide,,,,
Leucate,6,8,2013,LEU_088,Mullidae,Mullus,surmuletus,1,37,,,,14,,,,
Leucate,6,8,2013,LEU_088,Pomacentridae,Chromis,chromis,1,10,,,,11,,,,
Leucate,6,8,2013,LEU_088,Pomacentridae,Chromis,chromis,1,15,,,,11,,,,
Leucate,6,8,2013,LEU_088,Mugilidae,gen.,sp.,2,10,,,,12,,,,
Leucate,6,8,2013,LEU_088,Blenniidae,Parablennius,pilicornis,1,10,,,,10,,,,
Leucate,6,8,2013,LEU_088,Blenniidae,Parablennius,pilicornis,1,15,,,,10,,,,
Leucate,6,8,2013,LEU_088,Blenniidae,Parablennius,pilicornis,1,20,,,,10,,,,
Leucate,6,8,2013,LEU_088,Mugilidae,gen.,sp.,1,10,,,,D.O.A,,,,
Leucate,6,8,2013,LEU_089,Scorpaenidae,Scorpaena,porcus,1,14,,,,14,,,,
Leucate,6,8,2013,LEU_089,Blenniidae,Parablennius,pilicornis,1,10,,,,10,,,,
Leucate,6,8,2013,LEU_089,Mugilidae,gen.,sp.,3,10,,,,10,,,,
Leucate,6,8,2013,LEU_085,Mullidae,Mullus,surmuletus,1,40,,,,14,,,,
Leucate,6,8,2013,LEU_085,Mugilidae,gen.,sp.,2,10,,,,10,,,,
Leucate,6,8,2013,LEU_085,Blenniidae,Aidablennius,sphynx,1,15,,,,11,,,,
Leucate,6,8,2013,LEU_085,Blenniidae,Parablennius,pilicornis,2,10,,,,10,,,,
Leucate,6,8,2013,LEU_085,Clupeidae,Sardina,pilchardus,1,154,,,,D.O.A,,,,
Leucate,6,8,2013,LEU_085,Mullidae,Mullus,surmuletus,1,35,,,,D.O.A,,,,
Leucate,6,8,2013,LEU_076,,,,,,,,,CARE Vide,,,,
Leucate,6,8,2013,LEU_077,Blenniidae,gen.,sp.,1,20,,,,10,,,,
Leucate,6,8,2013,LEU_078,NI,gen.,sp.,1,10,,,,D.O.A,,,,
Leucate,6,8,2013,LEU_087,,,,,,,,,CARE Vide,,,,
Leucate,6,8,2013,LEU_080,,,,,,,,,CARE Vide,,,,
Leucate,6,8,2013,LEU_081,Mullidae,Mullus,surmuletus,1,48,,,,14,,,,
Leucate,6,8,2013,LEU_081,Blenniidae,Aidablennius,sphynx,1,15,,,,11,,,,
Leucate,7,8,2013,LEU_088,Mullidae,Mullus,surmuletus,1,50,,,,14,,,,
Leucate,7,8,2013,LEU_088,Trachinidae,Trachinus,draco,1,10,,,,Photo aqua haut,,,,
Leucate,7,8,2013,LEU_089,Blenniidae,gen.,sp.,1,17,,,,D.O.A,,,,
Leucate,7,8,2013,LEU_089,Mugilidae,gen.,sp.,1,10,,,,10,,,,
Leucate,7,8,2013,LEU_085,Syngnathidae,Hippocampus,hippocampus,1,35,,,,15,,,,
Leucate,7,8,2013,LEU_076,,,,,,,,CARE Vide,,,,,
Leucate,7,8,2013,LEU_077,Blenniidae,Parablennius,pilicornis,1,10,,,,10,,,,
Leucate,7,8,2013,LEU_078,,,,,,,,CARE Vide,,,,,
Leucate,7,8,2013,LEU_087,,,,,,,,CARE Vide,,,,,
Leucate,7,8,2013,LEU_080,Blenniidae,Aidablennius,sphynx,1,17,,,,Photo aqua haut,,,,
Leucate,7,8,2013,LEU_080,NI,gen.,sp.,1,10,,,,D.O.A,,,,
Leucate,7,8,2013,LEU_081,,,,,,,,CARE Vide,,,,,
Leucate,12,8,2013,LEU_088,Mullidae,Mullus,surmuletus,10,40,,,,12,,,,
Leucate,12,8,2013,LEU_088,Mullidae,Mullus,surmuletus,19,45,,,,12,,,,
Leucate,12,8,2013,LEU_088,Mullidae,Mullus,surmuletus,1,,,,,D.O.A,,,,
Leucate,12,8,2013,LEU_088,Serranidae,Serranus,cabrilla,1,34,,,,14,,,,
Leucate,12,8,2013,LEU_089,Mullidae,Mullus,surmuletus,9,45,,,,12,,,,
Leucate,12,8,2013,LEU_089,Mullidae,Mullus,surmuletus,3,50,,,,12,,,,
Leucate,12,8,2013,LEU_089,Mullidae,Mullus,surmuletus,1,60,,,,12,,,,
Leucate,12,8,2013,LEU_089,Carangidae,Trachurus,mediterraneus,1,60,,,,E,,,,
Leucate,12,8,2013,LEU_089,Blenniidae,Parablennius,pilicornis,1,20,,,,10,,,,
Leucate,12,8,2013,LEU_085,Syngnathidae,Syngnathus,taenionotus,1,154,,,,Relaché,,,,
Leucate,12,8,2013,LEU_085,Mullidae,Mullus,surmuletus,1,45,,,,12,,,,
Leucate,12,8,2013,LEU_076,,,,,,,,CARE Vide,,,,,
Leucate,12,8,2013,LEU_077,Carangidae,Trachurus,mediterraneus,3,60,,,,E,,,,
Leucate,12,8,2013,LEU_077,Carangidae,Trachurus,mediterraneus,3,65,,,,E,,,,
Leucate,12,8,2013,LEU_077,Carangidae,Trachurus,mediterraneus,1,55,,,,E,,,,
Leucate,12,8,2013,LEU_077,Carangidae,Trachurus,mediterraneus,1,90,,,,Relaché,,,,
Leucate,12,8,2013,LEU_078,Carangidae,Trachurus,mediterraneus,1,55,,,,E,,,,
Leucate,12,8,2013,LEU_078,Blenniidae,Parablennius,pilicornis,1,10,,,,10,,,,
Leucate,12,8,2013,LEU_087,Carangidae,Trachurus,mediterraneus,3,70,,,,E,,,,
Leucate,12,8,2013,LEU_087,Carangidae,Trachurus,mediterraneus,4,60,,,,E,,,,
Leucate,12,8,2013,LEU_087,Carangidae,Trachurus,mediterraneus,2,65,,,,E,,,,
Leucate,12,8,2013,LEU_087,Mullidae,Mullus,surmuletus,1,50,,,,12,,,,
Leucate,12,8,2013,LEU_087,Mullidae,Mullus,surmuletus,1,40,,,,12,,,,
Leucate,12,8,2013,LEU_087,Mullidae,Mullus,surmuletus,1,45,,,,12,,,,
Leucate,12,8,2013,LEU_080,Carangidae,Trachurus,mediterraneus,3,60,,,,E,,,,
Leucate,12,8,2013,LEU_080,Carangidae,Trachurus,mediterraneus,1,65,,,,E,,,,
Leucate,12,8,2013,LEU_081,Clupeidae,Sardina,pilchardus,1,90,,,,Relaché,,,,
Leucate,12,8,2013,LEU_081,Carangidae,Trachurus,mediterraneus,1,70,,,,E,,,,
Leucate,15,8,2013,LEU_088,Mullidae,Mullus,surmuletus,1,45,,,,12,,,,
Leucate,15,8,2013,LEU_089,,,,,,,,,CARE Vide,,,,
Leucate,15,8,2013,LEU_085,,,,,,,,,CARE Vide,,,,
Leucate,15,8,2013,LEU_076,,,,,,,,,CARE Vide,,,,
Leucate,15,8,2013,LEU_077,,,,,,,,,CARE Vide,,,,
Leucate,15,8,2013,LEU_078,,,,,,,,,CARE Vide,,,,
Leucate,15,8,2013,LEU_087,,,,,,,,,CARE Vide,,,,
Leucate,27,8,2013,LEU_088,Mullidae,Mullus,surmuletus,1,55,,,,10,,,,
Leucate,27,8,2013,LEU_089,Syngnathidae,Hippocampus,hippocampus,1,20,,,,D.O.A,,,,
Leucate,27,8,2013,LEU_085,Mullidae,Mullus,surmuletus,2,55,,,,10,,,,
Leucate,27,8,2013,LEU_085,Mullidae,Mullus,surmuletus,1,50,,,,10,,,,
Leucate,27,8,2013,LEU_076,,,,,,,,,CARE Vide,,,,
Leucate,27,8,2013,LEU_077,,,,,,,,,CARE Vide,,,,
Leucate,27,8,2013,LEU_078,,,,,,,,,CARE Vide,,,,
Leucate,27,8,2013,LEU_087,,,,,,,,,CARE Vide,,,,
Leucate,27,8,2013,LEU_080,,,,,,,,,CARE Vide,,,,
Leucate,27,8,2013,LEU_081,,,,,,,,,CARE Vide,,,,
Leucate,17,9,2013,LEU_090,,,,,,,,,CARE Vide,,,,
Leucate,17,9,2013,LEU_091,,,,,,,,,CARE Vide,,,,
Leucate,17,9,2013,LEU_092,,,,,,,,,CARE Vide,,,,
Leucate,17,9,2013,LEU_093,,,,,,,,,CARE Vide,,,,
Leucate,17,9,2013,LEU_094,,,,,,,,,CARE Vide,,,,
Leucate,17,9,2013,LEU_095,,,,,,,,,CARE Vide,,,,
Leucate,17,9,2013,LEU_096,,,,,,,,,CARE Vide,,,,
Leucate,17,9,2013,LEU_102,Serranidae,Serranus,scriba,2,10,,,,13,,,,
Leucate,17,9,2013,LEU_103,,,,,,,,,CARE Vide,,,,
Leucate,19,9,2013,LEU_090,,,,,,,,,CARE Vide,,,,
Leucate,19,9,2013,LEU_091,,,,,,,,,CARE Vide,,,,
Leucate,19,9,2013,LEU_092,,,,,,,,,CARE Vide,,,,
Leucate,19,9,2013,LEU_093,,,,,,,,,CARE Vide,,,,
Leucate,19,9,2013,LEU_094,Scorpaenidae,Scorpaena,notata,1,10,,,,12,,,,
Leucate,19,9,2013,LEU_094,Scorpaenidae,Scorpaena,notata,1,13,,,,12,,,,
Leucate,19,9,2013,LEU_094,Blenniidae,Parablennius,pilicornis,2,17,,,,12,,,,
Leucate,19,9,2013,LEU_095,,,,,,,,,CARE Vide,,,,
Leucate,19,9,2013,LEU_096,Carangidae,Trachurus,sp.,1,57,,,,D.O.A,,,,
Leucate,19,9,2013,LEU_096,Scorpaenidae,Scorpaena,porcus,1,15,,,,12,,,,
Leucate,19,9,2013,LEU_096,Blenniidae,Parablennius,pilicornis,1,25,,,,11,,,,
Leucate,19,9,2013,LEU_102,,,,,,,,,CARE Vide,,,,
Leucate,19,9,2013,LEU_103,,,,,,,,,CARE Vide,,,,
Leucate,20,9,2013,LEU_090,,,,,,,,,CARE Vide,,,,
Leucate,20,9,2013,LEU_091,Scorpaenidae,Scorpaena,notata,1,12,,,,12,,,,
Leucate,20,9,2013,LEU_091,Atherinidae,Atherina,sp.,1,53,,,,D.O.A,,,,
Leucate,20,9,2013,LEU_092,Mullidae,Mullus,surmuletus,1,53,,,,10,,,,
Leucate,20,9,2013,LEU_093,Carangidae,Trachurus,sp.,1,57,,,,10,,,,
Leucate,20,9,2013,LEU_094,,,,,,,,,CARE Vide,,,,
Leucate,20,9,2013,LEU_095,,,,,,,,,CARE Vide,,,,
Leucate,20,9,2013,LEU_096,,,,,,,,,CARE Vide,,,,
Leucate,20,9,2013,LEU_102,,,,,,,,,CARE Vide,,,,
Leucate,20,9,2013,LEU_103,Carangidae,Trachurus,sp.,1,58,,,,10,,,,
Leucate,20,9,2013,LEU_103,Syngnathidae,Nerophis,ophidion,1,95,,,,15,,,,
Leucate,24,9,2013,LEU_090,Blenniidae,Parablennius,pilicornis,1,17,,,,10,,,,
Leucate,24,9,2013,LEU_091,Anguillidae,Anguilla,anguilla,1,75,,,,2,,,,
Leucate,24,9,2013,LEU_092,Blenniidae,Parablennius,pilicornis,1,18,,,,10,,,,
Leucate,24,9,2013,LEU_092,Blenniidae,Parablennius,rouxi,1,21,,,,10,,,,
Leucate,24,9,2013,LEU_093,Blenniidae,Parablennius,pilicornis,1,16,,,,10,,,,
Leucate,24,9,2013,LEU_094,,,,,,,,,CARE Vide,,,,
Leucate,24,9,2013,LEU_095,Carangidae,Trachurus,sp.,1,,,,,D.O.A,,,,
Leucate,24,9,2013,LEU_095,Mugilidae,gen.,sp.,1,19,,,,10,,,,
Leucate,24,9,2013,LEU_096,Blenniidae,Parablennius,pilicornis,2,17,,,,10,,,,
Leucate,24,9,2013,LEU_096,Blenniidae,Parablennius,pilicornis,2,18,,,,10,,,,
Leucate,24,9,2013,LEU_096,Blenniidae,Parablennius,pilicornis,1,19,,,,10,,,,
Leucate,24,9,2013,LEU_102,,,,,,,,,CARE Vide,,,,
Leucate,24,9,2013,LEU_103,,,,,,,,,CARE Vide,,,,
Leucate,25,9,2013,LEU_090,,,,,,,,,CARE Vide,,,,
Leucate,25,9,2013,LEU_091,Blenniidae,Parablennius,pilicornis,1,18,,,,D.O.A,,,,
Leucate,25,9,2013,LEU_092,,,,,,,,,CARE Vide,,,,
Leucate,25,9,2013,LEU_093,Carangidae,Trachurus,mediterraneus,1,34,,,,1,,,,
Leucate,25,9,2013,LEU_094,,,,,,,,,CARE Vide,,,,
Leucate,25,9,2013,LEU_095,,,,,,,,,CARE Vide,,,,
Leucate,25,9,2013,LEU_096,,,,,,,,,CARE Vide,,,,
Leucate,25,9,2013,LEU_102,,,,,,,,,CARE Vide,,,,
Leucate,25,9,2013,LEU_103,Blenniidae,Parablennius,pilicornis,1,20,,,,D.O.A,,,,
Leucate,26,9,2013,LEU_090,Blenniidae,gen.,sp.,1,,,,,12,,,,
Leucate,26,9,2013,LEU_091,,,,,,,,,CARE Vide,,,,
Leucate,26,9,2013,LEU_092,Carangidae,Trachurus,sp.,1,,,,,12,,,,
Leucate,26,9,2013,LEU_093,,,,,,,,,CARE Vide,,,,
Leucate,26,9,2013,LEU_094,Carangidae,Trachurus,sp.,1,,,,,12,,,,
Leucate,26,9,2013,LEU_095,Blenniidae,gen.,sp.,1,,,,,12,,,,
Leucate,26,9,2013,LEU_095,Sparidae,Sparus,aurata,1,,,,,D.O.A,,,,
Leucate,26,9,2013,LEU_096,Carangidae,Trachurus,sp.,2,,,,,5,,,,
Leucate,26,9,2013,LEU_102,Carangidae,Trachurus,sp.,1,,,,,D.O.A,,,,
Leucate,26,9,2013,LEU_102,Blenniidae,gen.,sp.,1,,,,,,,,,
Leucate,26,9,2013,LEU_103,Atherinidae,Atherina,sp.,1,,,,,12,,,,
Leucate,27,9,2013,LEU_090,,,,,,,,,CARE Vide,,,,
Leucate,27,9,2013,LEU_091,,,,,,,,,CARE Vide,,,,
Leucate,27,9,2013,LEU_092,Carangidae,Trachurus,sp.,1,36,,,,12,,,,
Leucate,27,9,2013,LEU_092,Carangidae,Trachurus,sp.,1,22,,,,12,,,,
Leucate,27,9,2013,LEU_093,,,,,,,,,CARE Vide,,,,
Leucate,27,9,2013,LEU_094,,,,,,,,,CARE Vide,,,,
Leucate,27,9,2013,LEU_095,,,,,,,,,CARE Vide,,,,
Leucate,27,9,2013,LEU_096,,,,,,,,,CARE Vide,,,,
Leucate,27,9,2013,LEU_102,Carangidae,Trachurus,sp.,1,43,,,,12,,,,
Leucate,27,9,2013,LEU_102,Carangidae,Trachurus,sp.,1,42,,,,12,,,,
Leucate,27,9,2013,LEU_102,Carangidae,Trachurus,sp.,1,35,,,,12,,,,
Leucate,27,9,2013,LEU_102,Blenniidae,Parablennius,pilicornis,1,25,,,,12,,,,
Leucate,27,9,2013,LEU_103,,,,,,,,,CARE Vide,,,,
Leucate,1,10,2013,LEU_090,Carangidae,Trachurus,sp.,1,30,,,,3,,,,
Leucate,1,10,2013,LEU_091,Sparidae,Pagellus,erythrinus,1,15,,,,10,,,,
Leucate,1,10,2013,LEU_091,Blenniidae,Parablennius,pilicornis,1,25,,,,11,,,,
Leucate,1,10,2013,LEU_092,Scorpaenidae,Scorpaena,notata,1,15,,,,10,,,,
Leucate,1,10,2013,LEU_093,Carangidae,Trachurus,sp.,1,40,,,,3,,,,
Leucate,1,10,2013,LEU_093,Blenniidae,Parablennius,pilicornis,1,27,,,,11,,,,
Leucate,1,10,2013,LEU_094,,,,,,,,,CARE Vide,,,,
Leucate,1,10,2013,LEU_095,,,,,,,,,CARE Vide,,,,
Leucate,1,10,2013,LEU_096,Scorpaenidae,Scorpaena,notata,1,12,,,,10,,,,
Leucate,1,10,2013,LEU_102,Scorpaenidae,Scorpaena,notata,3,13,,,,10,,,,
Leucate,1,10,2013,LEU_102,Scorpaenidae,Scorpaena,notata,1,15,,,,10,,,,
Leucate,1,10,2013,LEU_102,Sparidae,gen.,sp.,1,11,,,,D.O.A,,,,
Leucate,1,10,2013,LEU_102,Sparidae,Pagellus,erythrinus,1,35,,,,3,,,,
Leucate,2,10,2013,LEU_090,Carangidae,Trachurus,sp.,1,60,,,,D,,,,
Leucate,2,10,2013,LEU_090,Carangidae,Trachurus,sp.,1,55,,,,D,,,,
Leucate,2,10,2013,LEU_090,Carangidae,Trachurus,sp.,1,50,,,,D,,,,
Leucate,2,10,2013,LEU_090,Carangidae,Trachurus,sp.,1,30,,,,12,,,,
Leucate,2,10,2013,LEU_090,Sparidae,Pagellus,erythrinus,1,20,,,,10,,,,
Leucate,2,10,2013,LEU_091,Carangidae,Trachurus,sp.,1,70,,,,D,,,,
Leucate,2,10,2013,LEU_091,Sparidae,Pagellus,acarne,1,30,,,,3,,,,
Leucate,2,10,2013,LEU_091,Sparidae,Pagellus,erythrinus,1,15,,,,10,,,,
Leucate,2,10,2013,LEU_092,Carangidae,Trachurus,sp.,2,18,,,,12,,,,
Leucate,2,10,2013,LEU_092,Carangidae,Trachurus,sp.,1,12,,,,12,,,,
Leucate,2,10,2013,LEU_092,Carangidae,Trachurus,sp.,1,12,,,,D.O.A,,,,
Leucate,2,10,2013,LEU_093,Carangidae,Trachurus,sp.,1,25,,,,12,,,,
Leucate,2,10,2013,LEU_093,Carangidae,Trachurus,sp.,1,28,,,,12,,,,
Leucate,2,10,2013,LEU_093,Sparidae,Pagellus,acarne,1,30,,,,3,,,,
Leucate,2,10,2013,LEU_093,Scorpaenidae,Scorpaena,notata,1,15,,,,10,,,,
Leucate,2,10,2013,LEU_094,Sparidae,Pagellus,acarne,1,30,,,,3,,,,
Leucate,2,10,2013,LEU_094,Blenniidae,Parablennius,pilicornis,1,17,,,,12,,,,
Leucate,2,10,2013,LEU_094,Carangidae,Trachurus,sp.,1,35,,,,D,,,,
Leucate,2,10,2013,LEU_094,Carangidae,Trachurus,sp.,4,40,,,,D,,,,
Leucate,2,10,2013,LEU_094,Carangidae,Trachurus,sp.,3,45,,,,D,,,,
Leucate,2,10,2013,LEU_094,Carangidae,Trachurus,sp.,2,55,,,,D,,,,
Leucate,2,10,2013,LEU_095,Carangidae,Trachurus,sp.,1,15,,,,12,,,,
Leucate,2,10,2013,LEU_095,Carangidae,Trachurus,sp.,1,13,,,,D.O.A,,,,
Leucate,2,10,2013,LEU_096,,,,,,,,,CARE Vide,,,,
Leucate,2,10,2013,LEU_102,Sparidae,Pagellus,erythrinus,1,18,,,,10,,,,
Leucate,2,10,2013,LEU_102,Carangidae,Trachurus,sp.,2,25,,,,12,,,,
Leucate,2,10,2013,LEU_102,Carangidae,Trachurus,sp.,1,15,,,,12,,,,
Leucate,2,10,2013,LEU_102,Sparidae,Pagellus,acarne,1,30,,,,3,,,,
Leucate,2,10,2013,LEU_103,,,,,,,,,CARE Vide,,,,
Leucate,8,10,2013,LEU_090,Blenniidae,Parablennius,pilicornis,1,30,,,,11,,,,
Leucate,8,10,2013,LEU_091,Mugilidae,gen.,sp.,1,25,,,,Proie vivante,,,,
Leucate,8,10,2013,LEU_092,,,,,,,,,CARE Vide,,,,
Leucate,8,10,2013,LEU_093,Anguillidae,Anguilla,anguilla,1,80,,,,1,,,,
Leucate,8,10,2013,LEU_093,Scorpaenidae,Scorpaena,notata,1,13,,,,10,,,,
Leucate,8,10,2013,LEU_094,Sparidae,Diplodus,puntazzo,1,10,,,,10,,,,
Leucate,8,10,2013,LEU_095,Sparidae,Diplodus,puntazzo,1,10,,,,10,,,,
Leucate,8,10,2013,LEU_095,Sparidae,Diplodus,puntazzo,1,12,,,,10,,,,
Leucate,8,10,2013,LEU_096,,,,,,,,,CARE Vide,,,,
Leucate,8,10,2013,LEU_102,Sparidae,Diplodus,puntazzo,1,10,,,,D.O.A,,,,
Leucate,8,10,2013,LEU_103,Sparidae,Diplodus,puntazzo,1,12,,,,10,,,,
Leucate,9,10,2013,LEU_091,,,,,,,,,CARE Vide,,,,
Leucate,9,10,2013,LEU_092,,,,,,,,,CARE Vide,,,,
Leucate,9,10,2013,LEU_093,Blenniidae,gen.,sp.,1,12,,,,10,,,,
Leucate,9,10,2013,LEU_093,Blenniidae,gen.,sp.,1,15,,,,D.O.A,,,,
Leucate,9,10,2013,LEU_094,Carangidae,Trachurus,sp.,1,55,,,,3,,,,
Leucate,9,10,2013,LEU_094,Blenniidae,gen.,sp.,1,17,,,,D.O.A,,,,
Leucate,9,10,2013,LEU_095,Sparidae,Diplodus,puntazzo,1,15,,,,10,,,,
Leucate,9,10,2013,LEU_096,,,,,,,,,CARE Vide,,,,
Leucate,9,10,2013,LEU_102,Blenniidae,gen.,sp.,1,30,,,,11,,,,
Leucate,9,10,2013,LEU_103,Blenniidae,gen.,sp.,1,35,,,,11,,,,
Leucate,15,10,2013,LEU_090,,,,,,,,,CARE Vide,,,,
Leucate,15,10,2013,LEU_091,,,,,,,,,CARE Vide,,,,
Leucate,15,10,2013,LEU_092,,,,,,,,,CARE Vide,,,,
Leucate,15,10,2013,LEU_093,Carangidae,Trachurus,sp.,1,60,,,,3,,,,
Leucate,15,10,2013,LEU_094,,,,,,,,,CARE Vide,,,,
Leucate,15,10,2013,LEU_095,Mugilidae,gen.,sp.,1,20,,,,,,,,
Leucate,15,10,2013,LEU_096,,,,,,,,,CARE Vide,,,,
Leucate,15,10,2013,LEU_102,,,,,,,,,CARE Vide,,,,
Leucate,15,10,2013,LEU_103,,,,,,,,,CARE Vide,,,,
Leucate,2,11,2013,LEU_090,Sparidae,Pagellus,acarne,18,30,,,,12,,,,
Leucate,2,11,2013,LEU_091,Mugilidae,gen.,sp.,1,20,,,,15,,,,
Leucate,2,11,2013,LEU_091,Sparidae,Pagellus,acarne,1,30,,,,12,,,,
Leucate,2,11,2013,LEU_092,Mugilidae,gen.,sp.,2,20,,,,15,,,,
Leucate,2,11,2013,LEU_092,Mugilidae,gen.,sp.,1,30,,,,15,,,,
Leucate,2,11,2013,LEU_093,,,,,,,,,CARE Vide,,,,
Leucate,2,11,2013,LEU_094,Sparidae,Pagellus,acarne,5,30,,,,12,,,,
Leucate,2,11,2013,LEU_095,,,,,,,,,CARE Vide,,,,
Leucate,2,11,2013,LEU_096,Mugilidae,gen.,sp.,1,15,,,,12,,,,
Leucate,2,11,2013,LEU_096,Scorpaenidae,Scorpaena,notata,1,18,,,,15,,,,
Leucate,2,11,2013,LEU_102,Sparidae,Pagellus,acarne,2,30,,,,12,,,,
Leucate,2,11,2013,LEU_103,,,,,,,,,CARE Vide,,,,
Leucate,8,11,2013,LEU_090,Mugilidae,gen.,sp.,1,30,,,,,,,,
Leucate,8,11,2013,LEU_090,Sparidae,Pagellus,acarne,1,35,,,,,,,,
Leucate,8,11,2013,LEU_091,Sparidae,Pagellus,acarne,2,30,,,,,,,,
Leucate,8,11,2013,LEU_092,,,,,,,,,CARE Vide,,,,
Leucate,8,11,2013,LEU_093,Sparidae,Pagellus,acarne,12,30,,,,,,,,
Leucate,8,11,2013,LEU_094,NI,gen.,sp.,1,30,,,,,,,,
Leucate,8,11,2013,LEU_094,NI,gen.,sp.,1,35,,,,,,,,
Leucate,8,11,2013,LEU_095,,,,,,,,,CARE Vide,,,,
Leucate,8,11,2013,LEU_096,Mugilidae,gen.,sp.,1,20,,,,,,,,
Leucate,8,11,2013,LEU_102,,,,,,,,,CARE Vide,,,,
Leucate,8,11,2013,LEU_103,Mugilidae,gen.,sp.,1,25,,,,,,,,
Leucate,8,11,2013,LEU_103,Sparidae,Pagellus,acarne,15,30,,,,,,,,
Leucate,29,11,2013,LEU_090,,,,,,,,,CARE Vide,,,,
Leucate,29,11,2013,LEU_091,,,,,,,,,CARE Vide,,,,
Leucate,29,11,2013,LEU_092,Anguillidae,Anguilla,anguilla,2,80,,,,,,,,
Leucate,29,11,2013,LEU_092,Scorpaenidae,Scorpaena,notata,1,,,,,D.O.A,,,,
Leucate,29,11,2013,LEU_093,,,,,,,,,CARE Vide,,,,
Leucate,29,11,2013,LEU_094,,,,,,,,,CARE Vide,,,,
Leucate,29,11,2013,LEU_095,Mugilidae,gen.,sp.,1,31,,,,,,,,
Leucate,29,11,2013,LEU_095,Sparidae,Pagellus,acarne,1,,,,,D.O.A,,,,
Leucate,29,11,2013,LEU_096,,,,,,,,,CARE Vide,,,,
Leucate,29,11,2013,LEU_102,Mugilidae,gen.,sp.,1,,,,,D.O.A,,,,
Leucate,29,11,2013,LEU_103,,,,,,,,,CARE Vide,,,,
Leucate,3,12,2013,LEU_090,,,,,,,,,CARE Vide,,,,
Leucate,3,12,2013,LEU_091,,,,,,,,,CARE Vide,,,,
Leucate,3,12,2013,LEU_092,,,,,,,,,CARE Vide,,,,
Leucate,3,12,2013,LEU_093,,,,,,,,,CARE Vide,,,,
Leucate,3,12,2013,LEU_095,Atherinidae,Atherina,sp.,1,85,,,,,,,,
Leucate,3,12,2013,LEU_095,Atherinidae,Atherina,sp.,1,63,,,,D.O.A,,,,
Leucate,3,12,2013,LEU_102,Mugilidae,gen.,sp.,1,25,,,,,,,,
Leucate,3,12,2013,LEU_102,Sparidae,Sarpa,salpa,1,23,,,,D.O.A,,,,
Leucate,3,12,2013,LEU_102,Sparidae,Sarpa,salpa,1,26,,,,D.O.A,,,,
Leucate,3,12,2013,LEU_103,,,,,,,,,CARE Vide,,,,
Leucate,8,12,2013,LEU_092,,,,,,,,,CARE Vide,,,,
Leucate,8,12,2013,LEU_093,NI,gen.,sp.,2,,,,,Confirmation RC,,,,
Leucate,8,12,2013,LEU_094,,,,,,,,,CARE Vide,,,,
Leucate,8,12,2013,LEU_096,,,,,,,,,CARE Vide,,,,
Leucate,8,12,2013,LEU_102,Mugilidae,gen.,sp.,1,30,,,,,,,,
Leucate,8,12,2013,LEU_103,,,,,,,,,CARE Vide,,,,
Leucate,9,12,2013,LEU_090,,,,,,,,,CARE Vide,,,,
Leucate,9,12,2013,LEU_092,NI,gen.,sp.,1,,,,,D.O.A,,,,
Leucate,9,12,2013,LEU_093,Syngnathidae,Syngnathus,abaster,1,90,,,,,,,,
Leucate,9,12,2013,LEU_095,NI,gen.,sp.,3,30,,,,,,,,
Leucate,9,12,2013,LEU_096,,,,,,,,,CARE Vide,,,,
Leucate,9,12,2013,LEU_102,,,,,,,,,CARE Vide,,,,
Leucate,9,12,2013,LEU_103,Anguillidae,Anguilla,anguilla,1,80,,,,,,,,
Leucate,9,12,2013,LEU_103,Sparidae,Pagellus,acarne,1,35,,,,,,,,
Leucate,10,12,2013,LEU_090,Sparidae,Pagellus,acarne,1,35,,,,,,,,
Leucate,10,12,2013,LEU_091,,,,,,,,,CARE Vide,,,,
Leucate,10,12,2013,LEU_092,,,,,,,,,CARE Vide,,,,
Leucate,10,12,2013,LEU_093,Atherinidae,Atherina,sp.,1,50,,,,,,,,
Leucate,10,12,2013,LEU_093,NI,gen.,sp.,1,25,,,,,,,,
Leucate,10,12,2013,LEU_093,Anguillidae,Anguilla,anguilla,1,65,,,,,,,,
Leucate,10,12,2013,LEU_094,Atherinidae,Atherina,sp.,1,,,,,D.O.A,,,,
Leucate,10,12,2013,LEU_094,Atherinidae,Atherina,sp.,1,50,,,,,,,,
Leucate,10,12,2013,LEU_096,Sparidae,Sarpa,salpa,1,20,,,,,,,,
Leucate,10,12,2013,LEU_096,Atherinidae,Atherina,sp.,1,70,,,,D.O.A,,,,
Leucate,10,12,2013,LEU_102,Sparidae,Pagellus,acarne,25,35,,,,,,,,
Leucate,10,12,2013,LEU_102,Anguillidae,Anguilla,anguilla,1,70,,,,,,,,
Leucate,10,12,2013,LEU_103,Sparidae,Pagellus,acarne,4,35,,,,,,,,
Leucate,10,12,2013,LEU_103,Sparidae,Pagellus,acarne,2,35,,,,D.O.A,,,,
Leucate,13,12,2013,LEU_090,,,,,,,,,CARE Vide,,,,
