collection_date,site,collection_time,vessel,gear,n_gear,family,species,dev_stage,n,fishId,size,comments,lat,lon,
2014-05-28,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140528_2,NA,Lost at sea,,,
2014-05-28,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140528_20D,11.2,,,,
2014-05-28,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140528_2D,12.4,,,,
2014-05-28,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140528_3D,12.1,Lost,,,
2014-05-28,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140528_4D,10.7,,,,
2014-05-28,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140528_5,13.9,,,,
2014-05-28,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140528_5D,11.9,,,,
2014-05-28,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140528_6D,10.8,,,,
2014-05-28,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-05-28,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,6,,,,,,
2014-05-28,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,2,,,,,,
2014-05-28,C,,Pelagia,CARE,1,Sparidae,Pagrus pagrus,post-flexion,1,20140528_1,14.9,,,,
2014-05-28,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140528_10D,9.8,,,,
2014-05-28,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140528_11D,11.3,,,,
2014-05-28,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140528_16D,10.9,,,,
2014-05-28,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140528_17D,10.6,,,,
2014-05-28,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140528_18D,9.9,,,,
2014-05-28,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140528_3,9.2,,,,
2014-05-28,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140528_4,11.4,,,,
2014-05-28,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140528_7D,12,,,,
2014-05-28,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,20140528_8D,10.8,,,,
2014-05-28,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,20140528_9D,11.8,,,,
2014-05-29,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-05-29,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-05-29,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-05-30,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,16,,,One with parasite ,,,
2014-05-30,A,,Pelagia,CARE,1,Belonidae,Belone belone,post-flexion,1,,,,,,
2014-05-30,B,,Pelagia,CARE,1,Blenniidae,Parablennius sanguinolentus,post-flexion,4,,,Sanguinolentus (for the bloody color and small occular appendix) or pilicornis (count ok and maybe white spot on the dorsal),,,
2014-05-30,B,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,,,,,,
2014-05-30,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,10,,,,,,
2014-05-30,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,,,,,,
2014-06-03,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,20,,,One with a parasite,,,
2014-06-03,A,,Pelagia,CARE,1,Atherinidae,Atherina boyeri,post-flexion,1,,,45 myomeres,,,
2014-06-03,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,,,,,,
2014-06-03,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-06-03,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,,,school of Trachurus (~60),,,
2014-06-03,C,,Pelagia,CARE,1,Blenniidae,Parablennius spp,post-flexion,1,,,school of Trachurus (~60),,,
2014-06-04,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-06-04,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-06-04,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-06-05,A,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,3,,,,,,
2014-06-05,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,30,,,,,,
2014-06-05,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,6,,,,,,
2014-06-05,B,,Pelagia,CARE,1,Blenniidae,Parablennius sanguinolentus,post-flexion,3,,,,,,
2014-06-05,B,,Pelagia,CARE,1,Sparidae,NA,post-flexion,1,,,Sargus or Oblada : eye 1/3 head. head = hmax. TD very dense and dark. short body. D X/14. A 3/13,,,
2014-06-05,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,8,,,Very large. Seems to have spent a much longer pelagic larval phase,,,
2014-06-05,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,2,,,,,,
2014-06-05,B,,Pelagia,CARE,1,Atherinidae,Atherina boyeri,post-flexion,1,,,,,,
2014-06-05,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,7,,,,,,
2014-06-05,C,,Pelagia,CARE,1,Blenniidae,Parablennius sanguinolentus,post-flexion,2,,,Sanguinolentus (for the bloody color and small occular appendix) or pilicornis (count ok and maybe white spot on the dorsal),,,
2014-06-05,C,,Pelagia,CARE,1,Mugilidae,Liza sp2,post-flexion,1,,,to confirm but Mugilidae sure,,,
2014-06-06,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,17,,,,,,
2014-06-06,A,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,3,,,,,,
2014-06-06,A,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,,,,,,
2014-06-06,A,,Pelagia,CARE,1,Atherinidae,Atherina boyeri,post-flexion,1,,,45 myomeres,,,
2014-06-06,B,,Pelagia,CARE,1,Blenniidae,Parablennius sanguinolentus,post-flexion,2,,,Sanguinolentus (for the bloody color and small occular appendix) or pilicornis (count ok and maybe white spot on the dorsal),,,
2014-06-06,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,2,,,,,,
2014-06-06,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,3,,,,,,
2014-06-06,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,6,,,,,,
2014-06-06,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,3,,,,,,
2014-06-06,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,2,,,,,,
2014-06-10,A,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,,,,,,
2014-06-10,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,3,,,,,,
2014-06-10,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,5,,,,,,
2014-06-10,B,,Pelagia,CARE,1,Blenniidae,Parablennius sanguinolentus,post-flexion,1,,,,,,
2014-06-10,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,,,,,,
2014-06-10,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,2,,,,,,
2014-06-10,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,2,,,,,,
2014-06-11,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,2,,,big larvae !,,,
2014-06-11,A,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,3,,,,,,
2014-06-11,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,9,,,,,,
2014-06-11,B,,Pelagia,CARE,1,Sparidae,NA,post-flexion,1,,,D 11/15. A 3/14-15. sparid like. H max = nuque; anus ~4/5 SL; œil ~1/3 hmax,,,
2014-06-11,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,2,,,,,,
2014-06-11,C,,Pelagia,CARE,1,Sparidae,NA,post-flexion,1,,,,,,
2014-06-12,A,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,,,,,,
2014-06-12,B,,Pelagia,CARE,1,Blenniidae,Parablennius sanguinolentus,post-flexion,1,,,Sanguinolentus (for the bloody color and small occular appendix) or pilicornis (count ok and maybe white spot on the dorsal),,,
2014-06-12,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,5,,,,,,
2014-06-12,C,,Pelagia,CARE,1,Sparidae,NA,post-flexion,1,,,,,,
2014-06-13,A,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,,,,,,
2014-06-13,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,3,,,,,,
2014-06-13,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,3,,,,,,
2014-06-17,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-06-17,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,,,,,,
2014-06-17,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,2,,,,,,
2014-06-17,C,,Pelagia,CARE,1,Blenniidae,Parablennius spp,post-flexion,2,,,Large blenniids looking like pilicornis but bigger. Ocular tentacles with two branches. one very small. Different species from the others,,,
2014-06-17,C,,Pelagia,CARE,1,Blenniidae,Parablennius spp,post-flexion,1,,,Small blennid quite destroyed,,,
2014-06-17,C,,Pelagia,CARE,1,Belonidae,Belone belone,post-flexion,1,,,,,,
2014-06-18,A,,Pelagia,CARE,1,Blenniidae,Parablennius sanguinolentus,post-flexion,3,,,Small blennid with small single ocular tentacles and a white spot on dorsal,,,
2014-06-18,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,4,,,,,,
2014-06-18,A,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,,,,,,
2014-06-18,A,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,7,,,D 11/14. A 3/13 o 14,,,
2014-06-18,B,,Pelagia,CARE,1,Blenniidae,Parablennius sanguinolentus,post-flexion,3,,,Ocular tentacles with two branches and white spot on dorsal. ,,,
2014-06-18,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,,,,,,
2014-06-18,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,3,,,,,,
2014-06-18,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,25,,,,,,
2014-06-18,C,,Pelagia,CARE,1,Clupeidae,NA,post-flexion,1,,,juvenile,,,
2014-06-19,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,3,,,,,,
2014-06-19,A,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,14,,,,,,
2014-06-19,A,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,6,,,,,,
2014-06-19,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,4,,,,,,
2014-06-19,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,11,,,,,,
2014-06-19,C,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,2,,,,,,
2014-06-19,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,,,,,,
2014-06-19,C,,Pelagia,CARE,1,Blenniidae,Parablennius sanguinolentus,post-flexion,1,,,,,,
2014-06-19,C,,Pelagia,CARE,1,Sparidae,Pagellus erythrinus,post-flexion,1,,,TO CONFIRM,,,
2014-06-20,A,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,,,,,,
2014-06-20,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,3,,,,,,
2014-06-20,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,7,,,,,,
2014-06-20,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,,,,,,
2014-06-20,C,,Pelagia,CARE,1,Sparidae,Boops boops,post-flexion,1,,,,,,
2014-06-23,A,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,2,,,,,,
2014-06-23,A,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,2,,,,,,
2014-06-23,A,,Pelagia,CARE,1,Sparidae,NA,post-flexion,1,,,looking like boops,,,
2014-06-23,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,,,,,,
2014-06-23,C,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,,,,,,
2014-06-23,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,2,,,,,,
2014-06-23,C,,Pelagia,CARE,1,Blenniidae,Parablennius sanguinolentus,post-flexion,1,,,,,,
2014-06-23,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140623_1,9.82,,,,
2014-06-23,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140623_2,10.2,,,,
2014-06-23,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140623_3,10.7,,,,
2014-06-23,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140623_4,9.4,,,,
2014-06-23,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140623_5,10,,,,
2014-06-23,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140623_6,10.4,,,,
2014-06-23,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140623_7,9.6,,,,
2014-06-23,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140623_8,10.3,,,,
2014-06-23,A,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140623_9,10.5,,,,
2014-06-24,A,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,,,,,,
2014-06-24,A,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,2,,,,,,
2014-06-24,B,,Pelagia,CARE,1,Blenniidae,Parablennius sanguinolentus,post-flexion,5,,,,,,
2014-06-24,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,,,,,,
2014-06-24,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,14,,,,,,
2014-06-24,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,35,,,,,,
2014-06-24,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140624_8,,Lost at sea,,,
2014-06-24,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140624_9,9.9,,,,
2014-06-24,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140624_10,9.9,,,,
2014-06-24,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140624_11,9.8,,,,
2014-06-24,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140624_12,10.1,,,,
2014-06-24,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140624_13,9.9,,,,
2014-06-24,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140624_14,10.2,,,,
2014-06-24,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140624_15,NA,Lost at sea,,,
2014-06-24,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140624_16,9.5,,,,
2014-06-24,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140624_17,10.4,,,,
2014-06-24,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140624_18,NA,Alive but lost,,,
2014-06-24,C,,Pelagia,CARE,1,Blenniidae,Parablennius sanguinolentus,post-flexion,17,,,,,,
2014-06-24,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,77,,,,,,
2014-06-24,C,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,,,,,,
2014-06-24,C,,Pelagia,CARE,1,Sparidae,NA,post-flexion,1,,,,,,
2014-06-24,C,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,24,,,,,,
2014-06-24,C,,Pelagia,CARE,1,Sparidae,Pagellus erythrinus,post-flexion,1,,,D 12/10 A 3/9 + colors,,,
2014-06-24,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140624_1,9.6,,,,
2014-06-24,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140624_2,8.9,,,,
2014-06-24,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140624_3,NA,Lost at sea,,,
2014-06-24,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140624_4,NA,Lost at sea,,,
2014-06-24,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140624_5,10.5,,,,
2014-06-24,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140624_6,11.8,,,,
2014-06-24,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140624_7,9.97,,,,
2014-06-24,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140624_19,9.2,,,,
2014-06-24,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140624_20,11.4,,,,
2014-06-24,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140624_21,10.3,,,,
2014-06-24,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140624_22,11.6,,,,
2014-06-24,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140624_23,10.1,,,,
2014-06-24,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140624_24,10.1,,,,
2014-06-25,A,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,9,,,,,,
2014-06-25,A,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,2,,,,,,
2014-06-25,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,1,,,,,,
2014-06-25,B,,Pelagia,CARE,1,Blenniidae,Parablennius sanguinolentus,post-flexion,1,,,,,,
2014-06-25,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,10,,,,,,
2014-06-25,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,6,,,,,,
2014-06-25,B,,Pelagia,CARE,1,Sparidae,NA,post-flexion,2,,,Unidentifiable,,,
2014-06-25,C,,Pelagia,CARE,1,Blenniidae,Parablennius sanguinolentus,post-flexion,6,,,,,,
2014-06-25,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,3,,,,,,
2014-06-25,C,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,,,,,,
2014-06-26,A,,Pelagia,CARE,1,Blenniidae,Parablennius sanguinolentus,post-flexion,3,,,,,,
2014-06-26,A,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,6,,,,,,
2014-06-26,A,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,2,,,,,,
2014-06-26,A,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,4,,,,,,
2014-06-26,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,2,,,,,,
2014-06-26,B,,Pelagia,CARE,1,Blenniidae,Parablennius sanguinolentus,post-flexion,1,,,,,,
2014-06-26,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140626_1,10,,,,
2014-06-26,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140626_2,11.4,,,,
2014-06-26,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140626_3,9.7,,,,
2014-06-26,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140626_17,11.4,,,,
2014-06-26,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140626_18,9.97,,,,
2014-06-26,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140626_19,10.8,,,,
2014-06-26,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,11,,,,,,
2014-06-26,C,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,3,,,,,,
2014-06-26,C,,Pelagia,CARE,1,Blenniidae,Parablennius sanguinolentus,post-flexion,2,,,,,,
2014-06-26,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140626_4,10.1,,,,
2014-06-26,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140626_5,9.67,,,,
2014-06-26,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140626_6,10.1,,,,
2014-06-26,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140626_7,9.9,,,,
2014-06-26,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140626_8,10.1,,,,
2014-06-26,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140626_9,9.4,,,,
2014-06-26,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140626_10,9.3,,,,
2014-06-26,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140626_11,9.69,,,,
2014-06-26,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140626_12,10.6,,,,
2014-06-26,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140626_13,11.1,,,,
2014-06-26,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140626_14,9.5,,,,
2014-06-26,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140626_15,8.5,,,,
2014-06-26,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140626_16,10.1,,,,
2014-06-26,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140626_20,9.4,,,,
2014-06-26,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140626_21,10.1,,,,
2014-06-26,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140626_22,10.2,,,,
2014-06-26,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140626_23,NA,Might have been lost at sea,,,
2014-06-27,A,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,5,,,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,40,,,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Spicara smaris,post-flexion,3,,,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,146,,,,,,
2014-06-27,B,,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,21,,,D12/17 A2/19 P13 (sanguinolentus?) Smaller than sp1. Kept in freezer,,,
2014-06-27,B,,Pelagia,CARE,1,Blenniidae,Parablennius sp2,post-flexion,3,,,D13/20 A2/23 P13 C8/13/7 (bigger than sp1). Kept in freezer,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,NA,post-flexion,1,,,Unidentifiable,,,
2014-06-27,B,,Pelagia,CARE,1,Engraulidae,Engraulis encrasicolus,post-flexion,1,,,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140627_1,9.9,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_2,10.5,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_3,9.8,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_4,8.82,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_5,9.5,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_6,10.7,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_7,10.5,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_8,10.7,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_9,10.1,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_10,10,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_11,11.1,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_12,NA,Lost at sea,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_13,9.2,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_14,9.7,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_15,10.2,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_16,9.8,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_17,10.2,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_18,9.3,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_19,12,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_20,10,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_21,10.3,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_22,10,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_23,9.6,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_24,9.11,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_25,10.4,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_26,10.1,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_27,11.2,,,,
2014-06-27,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140627_28,10,,,,
2014-06-27,C,,Pelagia,CARE,1,Sparidae,Pagrus pagrus,post-flexion,1,,,,,,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sanguinolentus,post-flexion,7,,,,,,
2014-06-27,C,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,6,,,,,,
2014-06-27,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,,,,,,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/18. A 22,,,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/18. A 20,,,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/17. A 20,,,
